,location,bath,size_new,sqft
10800,Kudlu Gate,2.0,2,1164.0
10801,Subramanyapura,1.0,2,929.0
10802,Kundalahalli,2.0,2,1065.0
10803,Budigere,2.0,2,1172.0
10804,other,3.0,3,3000.0
10805,Electronic City,2.0,2,1020.0
10806,Gunjur,3.0,3,1362.0
10807,Yeshwanthpur,1.0,1,672.0
10808,Brookefield,3.0,3,1746.0
10809,Electronic City,2.0,2,1025.0
10810,Harlur,2.0,2,1532.0
10811,other,2.0,3,1200.0
10812,other,2.0,2,1250.0
10813,Thanisandra,2.0,2,1188.0
10814,Whitefield,4.0,4,3565.0
10815,Marathahalli,2.0,2,1170.0
10816,other,3.0,3,1800.0
10817,other,2.0,2,1000.0
10818,Cooke Town,3.0,3,2600.0
10820,Kasturi Nagar,4.0,4,2507.0
10821,Babusapalaya,2.0,2,1061.0
10822,KR Puram,2.0,2,1290.0
10823,Sarjapur,2.0,2,1200.0
10824,Bharathi Nagar,2.0,2,1120.0
10825,Electronic City,1.0,1,418.0
10826,Sarjapur,3.0,3,1333.0
10827,Sarjapur  Road,3.0,3,1691.0
10828,Thanisandra,1.0,1,747.0
10829,Koramangala,3.0,3,1700.0
10830,Thanisandra,4.0,3,2030.0
10831,Balagere,2.0,2,1012.0
10832,Kudlu,2.0,3,1245.0
10833,7th Phase JP Nagar,3.0,3,1765.0
10834,Gottigere,2.0,2,1110.0
10835,other,2.0,2,967.0
10836,Sarjapur,2.0,2,1044.0
10837,Brookefield,3.0,3,1518.0
10838,KR Puram,2.0,3,1300.0
10839,other,3.0,3,1798.0
10840,KR Puram,2.0,2,866.28
10841,Whitefield,5.0,4,3410.0
10842,Singasandra,2.0,2,1179.0
10843,Rajaji Nagar,5.0,5,3600.0
10844,Uttarahalli,2.0,2,1125.0
10845,other,3.0,3,2098.0
10846,other,3.0,3,2400.0
10847,Haralur Road,3.0,3,1976.0
10848,5th Phase JP Nagar,2.0,2,1190.0
10849,other,3.0,3,1800.0
10850,Jakkur,3.0,3,1761.0
10851,Cooke Town,3.0,3,1700.0
10853,Electronic City,2.0,2,1128.0
10854,other,3.0,3,2000.0
10855,Electronic City,2.0,3,1220.0
10856,other,1.0,1,509.0
10857,Ambedkar Nagar,4.0,3,1852.0
10858,Varthur,2.0,2,1045.0
10859,other,4.0,4,3535.0
10860,Marathahalli,2.0,2,1102.0
10861,other,3.0,4,1800.0
10862,Hebbal Kempapura,2.0,3,1436.0
10863,other,2.0,3,1397.0
10864,Kothanur,2.0,2,1140.0
10865,Balagere,1.0,1,645.0
10866,other,5.0,5,2350.0
10867,Nagarbhavi,3.0,3,1200.0
10868,other,3.0,3,2050.0
10869,Sarjapur  Road,2.0,2,1335.0
10870,other,1.0,2,2100.0
10871,Hebbal,3.0,3,1255.0
10872,Thanisandra,2.0,2,1140.0
10873,Hosakerehalli,3.0,3,2376.0
10874,Thanisandra,1.0,1,663.0
10875,other,2.0,2,1276.0
10876,Kanakpura Road,3.0,3,1450.0
10877,Kodichikkanahalli,3.0,3,1400.0
10878,other,2.0,2,1339.0
10879,Electronic City,2.0,3,1220.0
10880,Malleshwaram,3.0,3,2200.0
10881,other,2.0,2,1305.0
10882,Green Glen Layout,3.0,3,1740.0
10883,Anekal,1.0,2,680.0
10884,Bannerghatta Road,2.0,2,1154.0
10885,Munnekollal,2.0,2,1200.0
10886,Hennur,2.0,2,1155.0
10887,Sarjapur  Road,2.0,3,1525.0
10888,Giri Nagar,1.0,1,600.0
10889,Hebbal,5.0,4,2470.0
10890,Padmanabhanagar,2.0,2,1100.0
10891,Hormavu,2.0,2,1250.0
10892,Kothanur,2.0,2,1400.0
10893,other,3.0,3,1600.0
10894,Electronic City,2.0,2,1060.0
10895,Horamavu Banaswadi,2.0,2,1272.0
10896,Kanakpura Road,2.0,2,1296.0
10897,other,3.0,4,2100.0
10898,Karuna Nagar,3.0,3,1945.0
10899,Chandapura,2.0,3,1033.0
10900,other,2.0,3,2300.0
10901,other,2.0,2,1235.0
10902,other,3.0,3,2100.0
10903,other,2.0,2,850.0
10904,Subramanyapura,3.0,3,1880.0
10905,1st Block Jayanagar,4.0,4,2450.0
10906,Kenchenahalli,2.0,2,1060.0
10907,Hennur Road,3.0,3,2041.0
10908,Hulimavu,2.0,2,1050.0
10909,Vasanthapura,2.0,2,1037.0
10910,other,2.0,2,1150.0
10911,LB Shastri Nagar,2.0,2,1184.0
10912,Sarjapur  Road,3.0,3,1680.0
10913,Thanisandra,3.0,3,1411.0
10915,Kanakpura Road,2.0,2,900.0
10916,other,4.0,4,3500.0
10917,Thanisandra,3.0,3,1702.0
10918,Yelahanka,2.0,2,1185.0
10919,Kanakpura Road,3.0,3,1300.0
10920,other,3.0,3,1545.0
10921,6th Phase JP Nagar,2.0,3,1515.0
10922,Jigani,3.0,3,1300.0
10923,JP Nagar,2.0,2,1107.0
10924,Old Madras Road,3.0,3,1720.0
10925,other,3.0,3,1540.0
10926,Bannerghatta Road,2.0,2,1000.0
10927,Electronic City,1.0,1,710.0
10928,Thanisandra,2.0,2,1100.0
10929,other,4.0,4,3200.0
10930,other,2.0,2,900.0
10931,Bannerghatta Road,2.0,2,1250.0
10932,Kaggadasapura,4.0,5,2400.0
10933,Hegde Nagar,3.0,3,1584.01
10935,Kammasandra,6.0,4,1200.0
10936,Kaggadasapura,2.0,3,1485.0
10937,Hennur Road,2.0,3,1100.0
10938,8th Phase JP Nagar,2.0,2,1245.0
10939,Hennur Road,4.0,4,1880.0
10940,Frazer Town,3.0,3,2214.0
10941,other,2.0,2,1050.0
10943,Bannerghatta Road,3.0,3,1640.0
10944,other,2.0,2,1165.0
10945,Kengeri Satellite Town,2.0,2,1110.0
10947,other,4.0,4,4000.0
10948,Uttarahalli,4.0,4,4500.0
10950,Haralur Road,2.0,2,1300.0
10951,other,1.0,2,1200.0
10952,Hennur Road,2.0,2,1232.0
10953,Jalahalli,3.0,3,1704.0
10954,7th Phase JP Nagar,2.0,3,1275.0
10955,Sarjapur  Road,2.0,3,1222.0
10956,Varthur,2.0,2,1155.0
10957,Electronic City,2.0,2,1000.0
10958,Horamavu Banaswadi,2.0,2,1200.0
10959,Yelahanka,3.0,3,1517.0
10960,Horamavu Agara,2.0,2,1166.0
10961,Electronic City,2.0,2,870.0
10962,5th Phase JP Nagar,5.0,5,4000.0
10963,Rajaji Nagar,4.0,4,1350.0
10964,Yelahanka,6.0,4,3019.0
10965,Whitefield,3.0,3,1345.0
10966,Dommasandra,3.0,3,900.0
10967,EPIP Zone,5.0,4,3800.0
10968,Chandapura,2.0,3,971.0
10969,Hennur,2.0,2,1255.0
10970,EPIP Zone,2.0,2,1810.0
10971,other,2.0,2,1300.0
10972,Thanisandra,2.0,2,1185.0
10973,Pattandur Agrahara,2.0,2,1350.0
10974,Budigere,3.0,3,1590.0
10975,Thyagaraja Nagar,6.0,7,3000.0
10976,Brookefield,3.0,4,1560.0
10977,Somasundara Palya,3.0,3,1650.0
10978,other,3.0,3,1645.0
10979,Hennur Road,3.0,3,1748.0
10980,Channasandra,3.0,3,1200.0
10981,Kengeri Satellite Town,2.0,2,1170.0
10982,Sarjapur  Road,4.0,4,3420.0
10983,Hulimavu,2.0,3,1320.0
10984,Bhoganhalli,3.0,3,1610.0
10985,Frazer Town,3.0,3,1870.0
10986,Sarjapur  Road,2.0,3,1510.0
10987,other,7.0,6,2700.0
10988,other,2.0,3,1305.0
10989,Mahadevpura,2.0,3,1500.0
10990,Indira Nagar,2.0,2,1149.0
10991,Thanisandra,4.0,4,1948.0
10992,Margondanahalli,3.0,3,1448.0
10993,Sarjapur  Road,2.0,2,1242.0
10994,Sonnenahalli,2.0,2,1268.0
10995,Ramamurthy Nagar,2.0,2,1101.0
10996,other,2.0,2,1255.0
10997,Gunjur,3.0,3,1362.0
10998,Sarjapur  Road,3.0,3,984.0
10999,Hosa Road,2.0,2,1089.0
11000,other,1.0,2,800.0
11001,Uttarahalli,2.0,3,1345.0
11002,Thanisandra,9.0,8,3600.0
11003,other,2.0,4,1650.0
11004,Kaggalipura,2.0,2,950.0
11005,HBR Layout,2.0,2,1068.0
11006,Yelahanka New Town,1.0,2,860.0
11007,Kengeri,5.0,8,3000.0
11008,Yelahanka,3.0,3,1756.0
11009,Whitefield,2.0,2,1205.0
11011,Banashankari,3.0,3,1800.0
11012,other,5.0,4,8321.0
11013,Hormavu,3.0,3,1604.0
11014,Old Airport Road,4.0,4,2732.0
11015,Chandapura,2.0,2,1015.0
11016,Banashankari,2.0,3,1200.0
11017,Ananth Nagar,2.0,2,1010.0
11018,Nagarbhavi,3.0,2,1250.0
11019,Doddakallasandra,2.0,2,1010.0
11020,Yelahanka,2.0,2,1050.0
11021,Harlur,3.0,3,1710.0
11022,Mysore Road,3.0,3,1248.52
11023,Attibele,1.0,1,410.0
11024,Bannerghatta Road,2.0,3,1656.0
11025,other,3.0,3,1451.0
11027,JP Nagar,2.0,2,1250.0
11028,other,3.0,3,4395.0
11029,Hebbal,6.0,4,4600.0
11030,Sonnenahalli,2.0,3,1340.0
11031,other,2.0,2,1100.0
11032,Whitefield,6.0,4,6000.0
11033,Devarachikkanahalli,3.0,3,1700.0
11035,KR Puram,2.0,2,1096.0
11036,Electronic City Phase II,2.0,2,1160.0
11037,other,3.0,3,1936.0
11038,Nehru Nagar,2.0,3,1269.0
11039,other,3.0,3,3500.0
11040,Panathur,3.0,3,1586.0
11041,Rajaji Nagar,2.0,2,1376.0
11042,Kanakpura Road,3.0,3,1452.0
11043,Hosa Road,3.0,3,1538.0
11044,Hosur Road,2.0,3,1427.0
11045,other,2.0,2,935.0
11046,other,2.0,2,1220.0
11047,Harlur,2.0,2,1197.0
11048,Varthur,1.0,2,674.0
11049,Kengeri,1.0,1,410.0
11050,Thanisandra,3.0,3,1573.0
11051,Dodda Nekkundi,2.0,2,1135.0
11052,other,2.0,3,1400.0
11053,other,1.0,1,1200.0
11054,other,3.0,3,1800.0
11055,other,3.0,3,2045.0
11056,Sonnenahalli,2.0,2,1268.0
11057,Kambipura,2.0,2,883.0
11058,Yelahanka,3.0,3,1600.0
11059,Thanisandra,2.0,2,1056.0
11061,Whitefield,4.0,4,4500.0
11062,KR Puram,2.0,2,1204.0
11063,other,2.0,3,1410.0
11064,Hennur Road,2.0,2,1460.0
11065,Dodda Nekkundi,2.0,2,1100.0
11066,other,2.0,2,1310.0
11067,Sector 2 HSR Layout,3.0,3,1600.0
11068,other,2.0,2,1250.0
11069,Sarjapur  Road,3.0,3,1665.0
11070,Uttarahalli,2.0,3,1345.0
11071,other,5.0,5,2000.0
11072,Singasandra,2.0,2,1416.0
11073,HSR Layout,2.0,2,1145.0
11074,Munnekollal,10.0,10,7200.0
11075,Jigani,3.0,3,1231.0
11076,Yelahanka,3.0,3,1664.0
11077,TC Palaya,3.0,3,2000.0
11078,Rajiv Nagar,2.0,2,972.0
11079,other,4.0,4,4500.0
11080,Bellandur,2.0,2,1185.0
11081,Green Glen Layout,3.0,3,1750.0
11082,other,4.0,3,3155.0
11083,Balagere,2.0,2,1007.0
11084,Rajaji Nagar,3.0,3,1700.0
11085,Whitefield,2.0,2,1250.0
11086,other,2.0,2,1200.0
11087,Horamavu Agara,2.0,2,994.0
11088,Ramamurthy Nagar,2.0,2,1150.0
11089,Thanisandra,2.0,2,1220.0
11090,other,2.0,2,1441.0
11091,Old Madras Road,2.0,2,1157.0
11093,Thigalarapalya,2.0,2,1400.0
11094,Tindlu,3.0,3,1370.07
11096,Judicial Layout,2.0,2,900.0
11097,other,1.0,1,418.0
11098,other,3.0,3,1200.0
11099,ISRO Layout,2.0,2,1200.0
11100,Talaghattapura,2.0,2,1062.0
11101,Kanakpura Road,2.0,2,1120.0
11102,Bannerghatta Road,2.0,2,1012.0
11103,other,2.0,3,1500.0
11105,other,2.0,2,675.0
11106,Kanakpura Road,2.0,2,1430.0
11107,Channasandra,2.0,3,1195.0
11108,Old Madras Road,5.0,3,2640.0
11109,Bisuvanahalli,2.0,3,1075.0
11110,Hennur Road,3.0,3,1570.0
11112,Sonnenahalli,2.0,2,1011.0
11113,7th Phase JP Nagar,2.0,3,1450.0
11114,Sarjapur  Road,2.0,2,1129.0
11115,Sarjapura - Attibele Road,2.0,2,1126.0
11116,Attibele,3.0,3,1200.0
11117,Sarjapur  Road,2.0,3,1180.0
11120,Hennur Road,3.0,3,1933.0
11121,TC Palaya,2.0,2,1082.0
11122,LB Shastri Nagar,8.0,8,2400.0
11123,other,1.0,1,610.0
11124,Raja Rajeshwari Nagar,4.0,4,1560.0
11125,Kathriguppe,3.0,3,1300.0
11126,Kudlu Gate,6.0,4,3850.0
11127,CV Raman Nagar,2.0,2,1125.0
11128,other,7.0,6,2400.0
11129,Kengeri Satellite Town,2.0,2,777.4
11130,Battarahalli,3.0,4,2500.0
11131,Old Airport Road,3.0,3,1798.0
11132,other,3.0,3,1864.0
11133,Whitefield,2.0,2,1115.0
11134,Kengeri,1.0,1,400.0
11135,Rajaji Nagar,2.0,2,1200.0
11136,Ananth Nagar,2.0,2,992.0
11137,other,2.0,2,950.0
11138,R.T. Nagar,4.0,4,1500.0
11139,Bellandur,2.0,2,1200.0
11140,GM Palaya,3.0,3,1735.0
11141,BTM 2nd Stage,3.0,3,1750.0
11142,HSR Layout,2.0,2,1009.0
11143,Jalahalli,2.0,3,1470.0
11144,Bannerghatta Road,3.0,3,1527.0
11145,other,2.0,2,985.0
11146,Chandapura,4.0,4,3300.0
11147,Whitefield,2.0,2,1277.0
11148,other,2.0,2,1100.0
11149,Whitefield,3.0,3,1820.0
11150,other,3.0,4,1530.0
11151,Banashankari,3.0,3,1886.0
11152,other,2.0,3,1200.0
11153,Jakkur,4.0,3,1880.0
11154,Hennur,2.0,2,1255.0
11155,Kanakpura Road,2.0,2,700.0
11156,Somasundara Palya,2.0,2,1140.0
11157,Electronic City Phase II,2.0,2,1025.0
11158,Whitefield,4.0,4,3453.0
11159,Uttarahalli,2.0,3,1490.0
11160,other,4.0,4,1200.0
11161,Sarjapur  Road,3.0,3,1850.0
11162,Kaikondrahalli,2.0,2,1250.0
11163,other,3.0,4,2400.0
11164,Kodihalli,5.0,4,3522.0
11165,Jalahalli,2.0,2,1244.0
11167,Kengeri Satellite Town,2.0,2,1025.0
11168,Sarjapur  Road,2.0,2,1034.0
11169,Kengeri Satellite Town,2.0,3,1191.0
11170,Kasavanhalli,3.0,3,1719.0
11171,7th Phase JP Nagar,2.0,2,1035.0
11172,2nd Stage Nagarbhavi,3.0,4,1500.0
11173,Hosa Road,2.0,3,1470.0
11174,Yelahanka,2.0,2,1140.0
11175,Harlur,3.0,3,1752.12
11178,Old Madras Road,3.0,3,2990.0
11179,Bannerghatta Road,3.0,3,1660.0
11180,Electronic City,3.0,3,1275.0
11181,Bommasandra Industrial Area,3.0,3,1365.0
11182,other,2.0,3,1200.0
11183,Kanakpura Road,3.0,3,2546.0
11184,Banashankari Stage VI,3.0,3,1392.0
11185,Whitefield,2.0,2,1245.0
11187,Yeshwanthpur,2.0,2,1162.0
11188,Singasandra,2.0,3,1476.0
11189,KR Puram,1.0,1,700.0
11190,other,6.0,6,3600.0
11191,Jigani,2.0,2,943.0
11192,Pai Layout,2.0,2,1150.0
11193,Sarjapur  Road,2.0,2,1113.0
11194,Varthur,3.0,3,1615.0
11195,other,2.0,2,1279.0
11196,other,2.0,2,1256.0
11197,Benson Town,3.0,3,1805.0
11198,Sompura,3.0,3,1350.0
11199,other,3.0,3,1525.0
11200,Rajaji Nagar,2.0,2,1357.0
11201,Hebbal,3.0,3,1645.0
11202,Ardendale,3.0,3,1777.26
11203,Bisuvanahalli,2.0,2,845.0
11204,other,2.0,2,900.0
11205,Varthur,2.0,2,1210.0
11206,Electronic City Phase II,2.0,2,829.0
11207,Sarjapur  Road,3.0,3,1879.0
11208,Hosur Road,2.0,3,1250.0
11209,other,2.0,4,1200.0
11210,Marathahalli,2.0,3,1108.0
11211,Kanakpura Road,3.0,3,1401.0
11212,Sarjapur  Road,2.0,3,1157.0
11213,other,2.0,2,1185.0
11214,Green Glen Layout,3.0,3,1751.0
11215,other,3.0,5,1550.0
11216,Bannerghatta Road,3.0,3,1880.0
11217,Whitefield,3.0,3,1322.5
11218,Channasandra,2.0,2,1175.0
11219,Jalahalli,2.0,2,1407.0
11220,Yelachenahalli,2.0,2,1000.0
11221,Electronic City,3.0,3,1518.0
11222,other,4.0,4,3600.0
11223,Tumkur Road,2.0,2,1027.0
11224,other,6.0,4,3730.0
11225,HSR Layout,2.0,2,1145.0
11226,Rajaji Nagar,2.0,2,1260.0
11227,Begur Road,2.0,3,1500.0
11228,Varthur,2.0,3,1737.0
11229,other,4.0,3,1600.0
11230,Hegde Nagar,3.0,3,1500.0
11231,other,2.0,2,1120.0
11232,Banashankari Stage V,4.0,3,1200.0
11233,Hennur Road,2.0,2,1030.0
11234,Gubbalala,6.0,6,2500.0
11235,Kammasandra,2.0,2,1057.0
11236,Old Airport Road,4.0,4,2774.0
11237,Thanisandra,2.0,2,1460.0
11238,Hormavu,2.0,2,1075.0
11239,Mysore Road,2.0,3,1080.0
11240,Kodihalli,5.0,4,3626.0
11241,other,7.0,6,5100.0
11242,Singasandra,2.0,2,1139.7
11243,Whitefield,2.0,2,1074.0
11244,Whitefield,2.0,2,1200.0
11245,Sarjapur  Road,5.0,4,2425.0
11246,Sarjapur  Road,2.0,2,1323.0
11247,Hennur Road,2.0,2,1232.0
11248,Kalena Agrahara,2.0,2,900.0
11249,Sarjapura - Attibele Road,1.0,1,740.0
11250,Hebbal,3.0,3,1920.0
11252,Bannerghatta Road,3.0,3,1550.0
11253,Gunjur,2.0,3,1588.0
11254,Rajaji Nagar,4.0,3,2300.0
11255,R.T. Nagar,8.0,9,3600.0
11256,other,2.0,2,1308.0
11257,Hennur,2.0,3,1340.0
11258,Kogilu,9.0,10,3280.0
11259,other,3.0,4,2170.0
11260,Thanisandra,3.0,3,1719.0
11261,Horamavu Agara,2.0,2,1107.83
11262,Whitefield,2.0,2,1200.0
11263,Electronic City,2.0,1,1090.0
11264,other,5.0,5,1500.0
11265,Jakkur,3.0,3,1660.0
11266,Nagavara,2.0,2,1247.0
11267,Thanisandra,3.0,3,1595.0
11268,Kaggadasapura,2.0,2,1175.0
11270,Old Airport Road,2.0,2,1184.0
11271,other,2.0,2,1100.0
11272,Kaval Byrasandra,2.0,2,935.0
11273,Yelahanka,2.0,2,1200.0
11274,Rajaji Nagar,5.0,5,2400.0
11275,other,2.0,2,1000.0
11276,Uttarahalli,2.0,2,1000.0
11277,Yelahanka,3.0,3,1705.0
11278,Tumkur Road,2.0,3,1060.0
11279,Chikka Tirupathi,4.0,4,2325.0
11280,other,2.0,3,1347.0
11282,Varthur,2.0,2,1402.0
11283,Whitefield,4.0,3,2280.0
11284,other,2.0,2,1225.0
11285,5th Phase JP Nagar,2.0,2,1080.0
11286,other,7.0,7,4000.0
11287,other,3.0,3,1919.0
11288,Begur Road,2.0,2,1100.0
11289,Sarjapur  Road,4.0,4,2500.0
11290,Bannerghatta Road,2.0,2,1200.0
11291,Begur Road,2.0,3,1565.0
11292,other,3.0,2,1200.0
11293,Kothanur,3.0,3,1581.0
11294,Whitefield,5.0,4,2882.0
11296,other,3.0,3,2180.0
11297,Nagasandra,8.0,4,7000.0
11298,Abbigere,2.0,2,985.0
11299,Sarjapur,2.0,2,950.0
11300,other,2.0,2,1339.0
11301,other,3.0,3,1449.0
11302,other,4.0,4,1200.0
11303,other,2.0,2,1100.0
11304,Hoskote,2.0,2,1003.5
11305,Kaval Byrasandra,3.0,3,2700.0
11306,other,2.0,2,1100.0
11307,Electronic City,2.0,2,1140.0
11308,Sarjapur,3.0,3,3009.0
11309,other,8.0,8,3300.0
11310,Chandapura,1.0,2,800.0
11311,Chikkabanavar,4.0,5,2000.0
11312,other,4.0,4,1200.0
11313,other,2.0,2,1300.0
11314,Kanakpura Road,2.0,2,1220.0
11315,Sarjapur  Road,3.0,3,2289.0
11316,Whitefield,2.0,2,1170.0
11317,other,2.0,2,1350.0
11318,Kambipura,2.0,2,883.0
11319,Thanisandra,3.0,3,1698.0
11320,Electronic City Phase II,4.0,4,2187.5
11321,Ambalipura,2.0,2,1060.0
11322,Somasundara Palya,2.0,2,1185.0
11323,Padmanabhanagar,3.0,3,2051.0
11324,Vittasandra,2.0,2,1404.0
11325,Electronic City Phase II,2.0,2,1252.0
11326,Bannerghatta Road,3.0,3,1885.0
11327,Kaikondrahalli,6.0,6,3381.0
11328,Hormavu,2.0,2,980.0
11329,Rajaji Nagar,3.0,3,2500.0
11330,Banashankari,3.0,3,1420.0
11332,other,3.0,3,2312.0
11333,Kaggadasapura,4.0,4,3000.0
11334,other,2.0,2,1175.0
11335,other,2.0,2,1145.0
11336,Bhoganhalli,2.0,2,970.0
11337,Electronic City,2.0,2,1125.0
11338,Whitefield,3.0,3,1639.5
11339,9th Phase JP Nagar,4.0,4,5000.0
11340,other,3.0,3,2150.0
11341,Ramagondanahalli,3.0,3,1635.0
11342,Harlur,3.0,3,3425.0
11343,Hennur Road,4.0,4,2950.0
11344,Jalahalli,2.0,1,1200.0
11345,Kathriguppe,2.0,3,1335.0
11346,Hebbal,6.0,4,4450.0
11347,Yeshwanthpur,2.0,2,1166.0
11348,Rajaji Nagar,3.0,3,2390.0
11349,Shivaji Nagar,2.0,3,1460.0
11350,other,3.0,3,1690.0
11351,other,3.0,4,1386.0
11352,other,2.0,2,1090.0
11353,Thanisandra,3.0,3,1732.0
11354,Whitefield,2.0,2,1390.0
11355,Sector 2 HSR Layout,2.0,2,1095.0
11356,Kengeri,1.0,1,416.0
11357,other,2.0,3,2400.0
11358,Yelahanka,2.0,3,1350.0
11359,Bannerghatta Road,2.0,3,1453.0
11360,Thanisandra,2.0,2,1226.0
11362,Hegde Nagar,2.0,3,1168.0
11363,Bannerghatta,3.0,3,1776.0
11364,Whitefield,3.0,3,1634.0
11365,Hormavu,2.0,2,860.0
11366,other,3.0,3,2800.0
11367,Nagasandra,3.0,3,1650.0
11368,Whitefield,2.0,2,1190.0
11369,JP Nagar,2.0,2,1133.0
11370,other,3.0,3,1559.0
11371,Horamavu Banaswadi,4.0,3,1448.0
11372,other,6.0,4,6652.0
11373,Kodichikkanahalli,2.0,2,976.0
11374,other,4.0,4,1350.0
11375,Yelahanka,2.0,3,1590.0
11376,Binny Pete,6.0,4,2940.0
11377,Yelahanka,3.0,3,1633.0
11378,Ramagondanahalli,2.0,2,1151.0
11379,Kereguddadahalli,2.0,3,1400.0
11380,Uttarahalli,2.0,2,1037.0
11381,Thanisandra,2.0,2,1188.0
11382,other,2.0,2,1060.0
11383,Thigalarapalya,4.0,3,2215.0
11384,Hennur,2.0,2,1255.0
11385,other,2.0,3,2500.0
11386,Hormavu,2.0,2,1075.0
11387,Harlur,5.0,4,2569.0
11388,ITPL,2.0,2,900.0
11389,Kudlu Gate,2.0,2,1183.0
11390,HSR Layout,2.0,2,1100.0
11391,GM Palaya,2.0,3,1643.0
11392,other,2.0,3,1500.0
11393,Jakkur,2.0,2,1291.0
11394,Hennur,3.0,3,1150.0
11395,Electronic City,2.0,2,1060.0
11396,7th Phase JP Nagar,2.0,3,1575.0
11398,other,3.0,4,1700.0
11399,Mahadevpura,2.0,2,1236.0
11400,Ramamurthy Nagar,2.0,3,1350.0
11401,Malleshwaram,4.0,3,2475.0
11402,Pai Layout,6.0,6,3800.0
11403,Haralur Road,5.0,4,4694.0
11404,Electronic City,2.0,2,1200.0
11405,Hulimavu,4.0,4,1200.0
11406,Harlur,2.0,2,1225.0
11407,Thanisandra,2.0,2,1056.0
11408,9th Phase JP Nagar,2.0,3,1240.0
11409,Banashankari,3.0,3,1200.0
11410,Kudlu Gate,3.0,3,1850.0
11411,other,4.0,4,3150.0
11412,other,1.0,1,1200.0
11414,other,6.0,5,3520.0
11415,Chandapura,2.0,3,1185.0
11416,Jigani,2.0,2,918.0
11417,other,2.0,3,1330.0
11418,Munnekollal,2.0,3,1540.0
11419,Lakshminarayana Pura,2.0,2,1200.0
11420,other,2.0,2,927.0
11421,Sarjapur,4.0,4,2585.5
11422,CV Raman Nagar,2.0,3,1400.0
11423,Hosur Road,2.0,2,1345.0
11424,1st Phase JP Nagar,3.0,4,1900.0
11425,8th Phase JP Nagar,2.0,2,1510.0
11427,ITPL,3.0,3,1500.0
11428,Yelahanka,1.0,1,827.5
11429,Vidyaranyapura,2.0,3,1100.0
11430,other,3.0,3,1200.0
11431,Kanakpura Road,3.0,3,1100.0
11432,Hormavu,4.0,4,2282.0
11433,other,2.0,2,760.0
11434,Sarjapur,3.0,3,2172.0
11435,other,6.0,6,3800.0
11437,8th Phase JP Nagar,3.0,3,3300.0
11438,Thubarahalli,3.0,3,1242.0
11439,other,1.0,1,410.0
11440,Uttarahalli,2.0,3,1245.0
11441,Kadugodi,2.0,2,1088.0
11442,Sahakara Nagar,2.0,2,1200.0
11443,TC Palaya,3.0,3,1995.0
11444,Haralur Road,2.0,2,1309.0
11445,other,3.0,3,1717.0
11446,7th Phase JP Nagar,3.0,3,2100.0
11447,other,1.0,2,880.0
11449,other,3.0,3,1250.0
11450,Hebbal,5.0,3,3520.0
11451,5th Phase JP Nagar,2.0,2,1041.0
11452,Sarjapur  Road,2.0,3,1505.0
11453,Bannerghatta,3.0,3,1776.0
11454,Bellandur,3.0,3,1767.0
11455,other,2.0,2,1293.0
11456,Kengeri,2.0,2,1320.0
11457,other,2.0,2,1280.0
11458,Thanisandra,2.0,2,1245.0
11459,Haralur Road,1.0,2,1027.0
11460,Yelenahalli,2.0,2,1200.0
11461,Kanakpura Road,3.0,3,1100.0
11462,other,3.0,3,1065.0
11463,Kannamangala,3.0,3,1814.0
11464,Ramagondanahalli,2.0,3,1610.0
11465,Kumaraswami Layout,1.0,1,850.0
11466,Kasavanhalli,3.0,3,1600.0
11467,other,4.0,3,3200.0
11468,other,2.0,3,1250.0
11469,Haralur Road,2.0,2,1243.0
11470,Kanakpura Road,3.0,3,1452.0
11471,other,3.0,3,1475.0
11472,Electronic City,2.0,2,1353.0
11473,other,3.0,4,2100.0
11474,Electronics City Phase 1,3.0,3,1750.0
11475,Whitefield,4.0,4,4800.0
11476,Sahakara Nagar,2.0,2,1270.0
11477,Battarahalli,3.0,4,2700.0
11478,8th Phase JP Nagar,4.0,4,1200.0
11479,Thanisandra,4.0,4,2695.0
11480,other,3.0,3,1330.0
11481,Electronic City,1.0,2,660.0
11482,BTM 2nd Stage,2.0,2,1400.0
11483,Gubbalala,5.0,4,4000.0
11484,Kanakpura Road,3.0,3,1700.0
11485,Kasavanhalli,2.0,2,1585.0
11486,Kothanur,3.0,3,1385.0
11487,Electronic City,2.0,2,1128.0
11490,HSR Layout,2.0,2,1203.0
11491,Mallasandra,2.0,2,905.0
11492,Hennur Road,3.0,3,1450.0
11493,Varthur,2.0,2,1105.0
11494,Channasandra,2.0,2,1200.0
11495,Jalahalli,2.0,3,1530.0
11496,Whitefield,2.0,2,1105.0
11497,Dasarahalli,2.0,2,1333.0
11498,other,2.0,2,1065.0
11499,Haralur Road,2.0,2,1243.0
11500,Old Madras Road,3.0,3,1530.0
11501,Margondanahalli,2.0,2,1200.0
11502,Whitefield,2.0,2,1270.0
11503,Bellandur,3.0,3,1830.0
11504,Chandapura,2.0,2,900.0
11505,Attibele,2.0,4,2400.0
11506,other,6.0,6,7000.0
11507,Bannerghatta Road,2.0,3,1450.0
11508,other,3.0,3,1525.0
11509,Mahalakshmi Layout,2.0,2,1080.0
11510,other,2.0,2,1220.0
11511,Begur Road,2.0,2,1200.0
11512,Bommanahalli,2.0,2,1355.0
11513,R.T. Nagar,3.0,3,2400.0
11514,other,2.0,2,1500.0
11515,Koramangala,2.0,2,1355.0
